0, 1510
3.160748485551592779e+01,1.031555766581409443e+03
5.201577608956833387e+01,2.227053481750502669e+03
7.579186714644744427e+01,2.273312435513539185e+03
1.061157644705588154e+02,1.942975885406399811e+03
1.390108919864983079e+02,2.300542085550955562e+03
1.617870983872984141e+02,2.199405348577435689e+03
1.758085385673209089e+02,2.226373518064824111e+03
2.012874350570286595e+02,1.966454187297169483e+03
2.199767725833757765e+02,2.051897960690176660e+03
2.438579125269588417e+02,2.620859659723151253e+03
2.554387400917910895e+02,2.794306254630754665e+03
2.739035983561956300e+02,2.399644166545912412e+03
2.900282808715578540e+02,1.939340463151775111e+03
3.034986705935288569e+02,2.049700626959246620e+03
3.246858807736215908e+02,1.942064405813620851e+03
3.548604588032739002e+02,1.659028213166141995e+03
3.645099355315333014e+02,1.970349007314522623e+03
